id_producto;nombre;categoria;subcategoria;marca;precio_lista;costo_unitario_promedio;producto_estrella;asociacion_1;asociacion_2;asociacion_3
70;Kiwicha;Abarrotes;Menestras;Andean Valley;11.9;8.1;False;;;
71;Harina Preparada;Abarrotes;Harinas;Nicolini;5.4;3.5;False;;;
72;Harina sin Preparar;Abarrotes;Harinas;Nicolini;4.9;3.1;False;;;
73;Harina Integral;Abarrotes;Harinas;Blanca Flor;6.2;4.2;False;;;
74;Harina de Maíz;Abarrotes;Harinas;Blanca Flor;7.4;5.0;False;;;
75;Harina de Avena;Abarrotes;Harinas;Quaker;8.9;6.2;False;;;
76;Harina de Quinua;Abarrotes;Harinas;Andean Valley;12.9;8.8;False;;;
77;Harina de Arroz;Abarrotes;Harinas;Valle Andino;9.5;6.4;False;;;
78;Harina Repostera;Abarrotes;Harinas;Nicolini;5.9;3.9;False;;;
79;Harina Multigrano;Abarrotes;Harinas;Quaker;10.9;7.5;False;;;
80;Harina para Pizza;Abarrotes;Harinas;Blanca Flor;6.9;4.6;False;;;
81;Ketchup 500 g;Abarrotes;Salsas y Condimentos;Alacena;8.9;6.1;False;;;
82;Mayonesa 475 g;Abarrotes;Salsas y Condimentos;Alacena;10.5;7.2;False;;;
83;Mostaza 250 g;Abarrotes;Salsas y Condimentos;Alacena;6.2;4.1;False;;;
84;Sillao 500 ml;Abarrotes;Salsas y Condimentos;Kikko;9.9;6.8;False;;;
85;Salsa de Tomate;Abarrotes;Salsas y Condimentos;Hunt's;8.2;5.5;False;;;
86;Ají Amarillo Pasta;Abarrotes;Salsas y Condimentos;Alacena;7.5;5.1;False;;;
87;Vinagre Blanco;Abarrotes;Salsas y Condimentos;Tibaldi;5.9;3.8;False;;;
88;Orégano Molido;Abarrotes;Salsas y Condimentos;Badía;6.9;4.7;False;;;
89;Pimienta Negra;Abarrotes;Salsas y Condimentos;Badía;8.9;6.2;False;;;
90;Comino Molido;Abarrotes;Salsas y Condimentos;Badía;6.5;4.4;False;;;
91;Páprika;Abarrotes;Salsas y Condimentos;Badía;7.2;4.9;False;;;
92;Ajo en Polvo;Abarrotes;Salsas y Condimentos;Badía;8.1;5.6;False;;;
93;Caldo de Pollo;Abarrotes;Salsas y Condimentos;Maggi;4.5;2.9;False;;;
94;Caldo de Carne;Abarrotes;Salsas y Condimentos;Maggi;4.5;2.9;False;;;
95;Salsa BBQ;Abarrotes;Salsas y Condimentos;Hunt's;12.9;8.8;False;;;
96;Salsa Inglesa;Abarrotes;Salsas y Condimentos;Lea & Perrins;16.9;11.9;False;;;
97;Salsa Picante;Abarrotes;Salsas y Condimentos;Tabasco;18.9;13.6;False;;;
98;Ají Panca Pasta;Abarrotes;Salsas y Condimentos;Alacena;7.9;5.3;False;;;
99;Sal de Mesa 1 kg;Abarrotes;Salsas y Condimentos;EMSAL;3.2;1.9;False;;;
100;Sal Rosada 500 g;Abarrotes;Salsas y Condimentos;Badía;9.9;6.8;False;;;
101;Agua Sin Gas 625 ml;Bebidas;Agua;San Luis;2.2;1.2;True;;;
102;Agua Sin Gas 2.5 L;Bebidas;Agua;San Luis;5.9;3.4;True;;;
103;Agua Mineral 625 ml;Bebidas;Agua;Cielo;2.3;1.3;True;;;
104;Agua Mineral 2.5 L;Bebidas;Agua;Cielo;6.1;3.6;False;;;
105;Agua Alcalina 650 ml;Bebidas;Agua;Loa;3.9;2.4;False;;;
106;Agua Gasificada 500 ml;Bebidas;Agua;San Mateo;2.9;1.7;False;;;
107;Agua Sabor Limón 625 ml;Bebidas;Agua;Cielo;2.8;1.6;False;;;
108;Agua Sabor Manzana 625 ml;Bebidas;Agua;San Luis;2.8;1.6;False;;;
109;Coca-Cola Original 500 ml;Bebidas;Gaseosas;Coca-Cola;3.8;2.3;True;;;
110;Coca-Cola Original 1.5 L;Bebidas;Gaseosas;Coca-Cola;8.9;5.7;True;;;
111;Coca-Cola Sin Azúcar 500 ml;Bebidas;Gaseosas;Coca-Cola;3.8;2.3;True;;;
112;Inca Kola 500 ml;Bebidas;Gaseosas;Inca Kola;3.8;2.3;True;;;
113;Inca Kola 1.5 L;Bebidas;Gaseosas;Inca Kola;8.9;5.7;True;;;
114;Sprite 500 ml;Bebidas;Gaseosas;Sprite;3.6;2.2;False;;;
115;Fanta Naranja 500 ml;Bebidas;Gaseosas;Fanta;3.6;2.2;False;;;
116;Pepsi 500 ml;Bebidas;Gaseosas;Pepsi;3.5;2.1;False;;;
117;Seven Up 500 ml;Bebidas;Gaseosas;7UP;3.5;2.1;False;;;
118;Guaraná 500 ml;Bebidas;Gaseosas;Guaraná;3.4;2.0;False;;;
119;Jugo de Naranja 1 L;Bebidas;Jugos;Frugos;8.9;5.6;True;;;
120;Jugo de Durazno 1 L;Bebidas;Jugos;Frugos;8.9;5.6;True;;;
121;Jugo de Piña 1 L;Bebidas;Jugos;Pulp;9.2;5.9;False;;;
122;Jugo de Manzana 1 L;Bebidas;Jugos;Watts;9.5;6.1;False;;;
123;Néctar de Mango 1 L;Bebidas;Jugos;Frugos;8.7;5.5;False;;;
124;Jugo Multifrutas 1 L;Bebidas;Jugos;Pulp;9.5;6.1;False;;;
125;Jugo de Uva 1 L;Bebidas;Jugos;Watts;9.8;6.3;False;;;
126;Jugo de Arándanos 1 L;Bebidas;Jugos;Ocean Spray;15.9;11.2;False;;;
127;Café Instantáneo 200 g;Bebidas;Café y Té;Nescafé;23.9;16.5;True;;;
128;Café Instantáneo 100 g;Bebidas;Café y Té;Altomayo;15.9;10.8;True;;;
129;Café Molido 250 g;Bebidas;Café y Té;Altomayo;18.9;13.2;False;;;
130;Té Verde 25 sobres;Bebidas;Café y Té;Té Herbi;8.9;5.9;False;;;
131;Té de Manzanilla 25 sobres;Bebidas;Café y Té;Hornimans;7.9;5.1;False;;;
132;Té de Hierbaluisa 25 sobres;Bebidas;Café y Té;Hornimans;7.9;5.1;False;;;
133;Té Inglés 100 bolsas;Bebidas;Café y Té;Twins;19.9;13.8;False;;;
134;Chocolate Instantáneo 400 g;Bebidas;Café y Té;Winter's;14.9;10.1;False;;;
135;Red Bull 250 ml;Bebidas;Bebidas Energéticas e Isotónicas;Red Bull;8.9;6.3;False;;;
136;Monster Energy 473 ml;Bebidas;Bebidas Energéticas e Isotónicas;Monster;10.9;7.8;False;;;
137;Volt 300 ml;Bebidas;Bebidas Energéticas e Isotónicas;Volt;4.9;3.1;False;;;
138;Gatorade Naranja 500 ml;Bebidas;Bebidas Energéticas e Isotónicas;Gatorade;4.9;3.1;False;;;
139;Powerade Mora 500 ml;Bebidas;Bebidas Energéticas e Isotónicas;Powerade;4.9;3.1;False;;;
140;Leche Entera 1 L;Lácteos;Leche;Gloria;6.2;4.1;True;;;
141;Leche Evaporada;Lácteos;Leche;Gloria;4.5;2.9;True;;;
142;Leche Evaporada;Lácteos;Leche;Bonlé;4.5;2.9;True;;;
143;Leche Descremada 1 L;Lácteos;Leche;Laive;6.5;4.3;True;;;
144;Leche Sin Lactosa 1 L;Lácteos;Leche;Laive;7.2;4.9;True;;;
145;Leche Entera 1 L;Lácteos;Leche;Bonlé;6.2;4.1;True;;;
146;Leche Chocolatada 1 L;Lácteos;Leche;Gloria;8.5;5.9;False;;;
147;Leche UHT Entera 1 L;Lácteos;Leche;Laive;6.8;4.6;False;;;
148;Leche Evaporada Light;Lácteos;Leche;Gloria;4.7;3.0;True;;;
149;Leche Fresca 1 L;Lácteos;Leche;Laive;7.9;5.5;False;;;
150;Yogurt Fresa 1 kg;Lácteos;Yogurt;Gloria;9.9;6.8;True;;;
151;Yogurt Vainilla 1 kg;Lácteos;Yogurt;Gloria;9.9;6.8;True;;;
152;Yogurt Durazno 1 kg;Lácteos;Yogurt;Laive;10.2;7.1;False;;;
153;Yogurt Griego Natural;Lácteos;Yogurt;Laive;13.9;9.8;False;;;
154;Yogurt Griego Fresa;Lácteos;Yogurt;Laive;14.2;10.1;False;;;
155;Yogurt Bebible Fresa;Lácteos;Yogurt;Gloria;4.5;2.9;True;;;
156;Yogurt Bebible Vainilla;Lácteos;Yogurt;Gloria;4.5;2.9;False;;;
157;Queso Edam 250 g;Lácteos;Quesos;Bonlé;14.9;10.2;False;;;
158;Queso Fresco 500 g;Lácteos;Quesos;Gloria;16.9;11.8;True;;;
159;Queso Mozzarella 500 g;Lácteos;Quesos;Bonlé;19.9;14.1;False;;;
160;Queso Parmesano 200 g;Lácteos;Quesos;Laive;17.9;12.6;False;;;
161;Queso Gouda 250 g;Lácteos;Quesos;Bonlé;15.9;11.1;False;;;
162;Queso Andino 500 g;Lácteos;Quesos;Laive;18.9;13.4;False;;;
163;Queso Crema 200 g;Lácteos;Quesos;Philadelphia;12.9;9.1;False;;;
164;Mantequilla con Sal 200 g;Lácteos;Mantequilla y Margarina;Gloria;11.9;8.2;False;;;
165;Mantequilla sin Sal 200 g;Lácteos;Mantequilla y Margarina;Laive;12.5;8.7;False;;;
166;Margarina 450 g;Lácteos;Mantequilla y Margarina;Doral;8.9;5.9;False;;;
167;Margarina Light 450 g;Lácteos;Mantequilla y Margarina;Doral;9.5;6.3;False;;;
168;Mantequilla Premium 250 g;Lácteos;Mantequilla y Margarina;Anchor;18.9;13.6;False;;;
169;Margarina Familiar 900 g;Lácteos;Mantequilla y Margarina;Doral;14.9;10.5;False;;;
170;Manzana Roja 1 kg;Frutas y Verduras;Frutas;Campo Fresco;6.9;4.6;True;;;
171;Manzana Verde 1 kg;Frutas y Verduras;Frutas;Campo Fresco;7.2;4.9;False;;;
172;Plátano de Seda 1 kg;Frutas y Verduras;Frutas;Campo Fresco;4.5;2.9;True;;;
173;Plátano Bellaco 1 kg;Frutas y Verduras;Frutas;Campo Fresco;4.9;3.2;False;;;
174;Naranja Valencia 1 kg;Frutas y Verduras;Frutas;Campo Fresco;5.9;3.8;True;;;
175;Mandarina 1 kg;Frutas y Verduras;Frutas;Campo Fresco;6.5;4.2;False;;;
176;Papaya 1 kg;Frutas y Verduras;Frutas;Campo Fresco;5.2;3.4;True;;;
177;Piña Golden Unidad;Frutas y Verduras;Frutas;Campo Fresco;8.9;6.1;False;;;
178;Palta Hass 1 kg;Frutas y Verduras;Frutas;Campo Fresco;12.9;9.1;True;;;
179;Fresa 500 g;Frutas y Verduras;Frutas;Campo Fresco;9.9;6.9;False;;;
180;Uva Red Globe 1 kg;Frutas y Verduras;Frutas;Campo Fresco;11.9;8.3;False;;;
181;Mango Kent 1 kg;Frutas y Verduras;Frutas;Campo Fresco;8.9;6.1;False;;;
182;Sandía 1 kg;Frutas y Verduras;Frutas;Campo Fresco;2.9;1.7;False;;;
183;Melón 1 kg;Frutas y Verduras;Frutas;Campo Fresco;4.2;2.6;False;;;
184;Pera Packham 1 kg;Frutas y Verduras;Frutas;Campo Fresco;7.9;5.4;False;;;
185;Kiwi 500 g;Frutas y Verduras;Frutas;Campo Fresco;12.9;9.2;False;;;
186;Arándanos 250 g;Frutas y Verduras;Frutas;Campo Fresco;14.9;10.8;False;;;
187;Limón 1 kg;Frutas y Verduras;Frutas;Campo Fresco;5.4;3.5;True;;;
188;Tomate Italiano 1 kg;Frutas y Verduras;Verduras;Campo Fresco;4.9;3.1;True;;;
189;Cebolla Roja 1 kg;Frutas y Verduras;Verduras;Campo Fresco;3.9;2.4;True;;;
190;Lechuga Americana Unidad;Frutas y Verduras;Verduras;Campo Fresco;3.5;2.2;True;;;
191;Espinaca 300 g;Frutas y Verduras;Verduras;Campo Fresco;4.5;2.9;False;;;
192;Brócoli Unidad;Frutas y Verduras;Verduras;Campo Fresco;5.9;3.9;False;;;
193;Coliflor Unidad;Frutas y Verduras;Verduras;Campo Fresco;6.2;4.1;False;;;
194;Pepino 1 kg;Frutas y Verduras;Verduras;Campo Fresco;4.9;3.2;False;;;
195;Pimiento Rojo 1 kg;Frutas y Verduras;Verduras;Campo Fresco;8.9;6.2;False;;;
196;Zanahoria 1 kg;Frutas y Verduras;Verduras;Campo Fresco;3.9;2.4;True;;;
197;Zapallito Italiano 1 kg;Frutas y Verduras;Verduras;Campo Fresco;4.5;2.9;False;;;
198;Ají Amarillo 250 g;Frutas y Verduras;Verduras;Campo Fresco;4.9;3.2;False;;;
199;Apio Unidad;Frutas y Verduras;Verduras;Campo Fresco;3.9;2.5;False;;;
200;Vainita 500 g;Frutas y Verduras;Verduras;Campo Fresco;5.9;4.0;False;;;
201;Papa Blanca 1 kg;Frutas y Verduras;Tubérculos;Campo Fresco;3.2;1.9;True;;;
202;Papa Amarilla 1 kg;Frutas y Verduras;Tubérculos;Campo Fresco;4.2;2.7;True;;;
203;Camote Amarillo 1 kg;Frutas y Verduras;Tubérculos;Campo Fresco;3.9;2.4;False;;;
204;Yuca 1 kg;Frutas y Verduras;Tubérculos;Campo Fresco;4.9;3.1;False;;;
205;Olluco 1 kg;Frutas y Verduras;Tubérculos;Campo Fresco;5.2;3.4;False;;;
206;Mashua 1 kg;Frutas y Verduras;Tubérculos;Campo Fresco;6.5;4.4;False;;;
207;Oca 1 kg;Frutas y Verduras;Tubérculos;Campo Fresco;5.9;3.9;False;;;
208;Jengibre 250 g;Frutas y Verduras;Tubérculos;Campo Fresco;4.5;2.9;False;;;
209;Pechuga de Pollo 1 kg;Carnes y Aves;Pollo;San Fernando;21.9;16.4;True;;;
210;Pierna de Pollo 1 kg;Carnes y Aves;Pollo;San Fernando;15.9;11.6;True;;;
211;Muslo de Pollo 1 kg;Carnes y Aves;Pollo;Redondos;16.5;12.1;True;;;
212;Alitas de Pollo 1 kg;Carnes y Aves;Pollo;Redondos;15.5;11.2;False;;;
213;Pollo Entero;Carnes y Aves;Pollo;San Fernando;14.9;10.8;True;;;
214;Filete de Pollo 1 kg;Carnes y Aves;Pollo;San Fernando;23.9;18.1;True;;;
215;Mollejas de Pollo 1 kg;Carnes y Aves;Pollo;Redondos;10.9;7.6;False;;;
216;Hígado de Pollo 1 kg;Carnes y Aves;Pollo;San Fernando;9.9;6.8;False;;;
217;Bistec de Res 1 kg;Carnes y Aves;Res;La Segoviana;39.9;31.2;True;;;
218;Lomo Fino 1 kg;Carnes y Aves;Res;La Segoviana;69.9;55.8;False;;;
219;Asado de Tira 1 kg;Carnes y Aves;Res;La Segoviana;38.9;30.3;False;;;
220;Carne Molida Especial 1 kg;Carnes y Aves;Res;La Segoviana;32.9;25.2;True;;;
221;Punta de Pecho 1 kg;Carnes y Aves;Res;La Segoviana;31.9;24.2;False;;;
222;Peceto 1 kg;Carnes y Aves;Res;La Segoviana;42.9;33.4;False;;;
223;Bife Angosto 1 kg;Carnes y Aves;Res;La Segoviana;49.9;39.2;False;;;
224;Entraña 1 kg;Carnes y Aves;Res;La Segoviana;52.9;41.6;False;;;
225;Chuleta de Cerdo 1 kg;Carnes y Aves;Cerdo;Otto Kunz;28.9;22.1;True;;;
226;Lomo de Cerdo 1 kg;Carnes y Aves;Cerdo;Otto Kunz;32.9;25.4;False;;;
227;Costilla de Cerdo 1 kg;Carnes y Aves;Cerdo;Otto Kunz;29.9;22.8;False;;;
228;Pierna de Cerdo 1 kg;Carnes y Aves;Cerdo;Otto Kunz;27.9;21.1;False;;;
229;Panceta de Cerdo 1 kg;Carnes y Aves;Cerdo;Otto Kunz;30.9;23.7;False;;;
230;Chuleta Ahumada 1 kg;Carnes y Aves;Cerdo;Otto Kunz;34.9;27.2;False;;;
231;Jamón Inglés 200 g;Carnes y Aves;Embutidos;Otto Kunz;9.9;6.9;False;;;
232;Jamón de Pavo 200 g;Carnes y Aves;Embutidos;San Fernando;10.9;7.7;False;;;
233;Hot Dog Clásico 250 g;Carnes y Aves;Embutidos;Otto Kunz;7.9;5.3;True;;;
234;Salchicha Parrillera 500 g;Carnes y Aves;Embutidos;Otto Kunz;15.9;11.4;False;;;
235;Chorizo Parrillero 500 g;Carnes y Aves;Embutidos;Braedt;18.9;13.9;False;;;
236;Mortadela Familiar 500 g;Carnes y Aves;Embutidos;Braedt;9.9;6.9;False;;;
237;Salame 200 g;Carnes y Aves;Embutidos;Braedt;14.9;10.9;False;;;
238;Papas Lays Clásicas 45 g;Snacks y Dulces;Papas Fritas y Snacks;Lays;3.5;2.2;True;;;
239;Papas Lays Familiar 150 g;Snacks y Dulces;Papas Fritas y Snacks;Lays;9.9;6.8;True;;;
240;Doritos Queso 150 g;Snacks y Dulces;Papas Fritas y Snacks;Doritos;10.5;7.2;True;;;
241;Chizitos 150 g;Snacks y Dulces;Papas Fritas y Snacks;Karinto;6.9;4.6;False;;;
242;Piqueo Snax 200 g;Snacks y Dulces;Papas Fritas y Snacks;Karinto;8.9;6.0;False;;;
243;Pringles Original 110 g;Snacks y Dulces;Papas Fritas y Snacks;Pringles;11.9;8.5;False;;;
244;Maní Salado 200 g;Snacks y Dulces;Papas Fritas y Snacks;Karinto;5.9;3.9;False;;;
245;Mix de Frutos Secos 200 g;Snacks y Dulces;Papas Fritas y Snacks;Villa Natura;14.9;10.8;False;;;
246;Canchita Salada 100 g;Snacks y Dulces;Papas Fritas y Snacks;Karinto;4.5;2.9;False;;;
247;Nachos Naturales 200 g;Snacks y Dulces;Papas Fritas y Snacks;Doritos;12.9;9.2;False;;;
248;Chocolate Sublime;Snacks y Dulces;Chocolates;Nestlé;2.5;1.5;True;;;
249;Chocolate Triángulo;Snacks y Dulces;Chocolates;Winter's;2.2;1.3;True;;;
250;Chocolate Princesa;Snacks y Dulces;Chocolates;Nestlé;2.5;1.5;True;;;
251;Chocolate Costa Leche;Snacks y Dulces;Chocolates;Costa;4.5;2.9;False;;;
252;Chocolate Hershey's Milk;Snacks y Dulces;Chocolates;Hershey's;6.9;4.7;False;;;
253;Chocolate KitKat 4 Fingers;Snacks y Dulces;Chocolates;Nestlé;4.2;2.8;False;;;
254;Chocolate Snickers;Snacks y Dulces;Chocolates;Snickers;4.5;3.0;False;;;
255;Chocolate Milkybar;Snacks y Dulces;Chocolates;Nestlé;3.9;2.6;False;;;
256;Chocolate Vizzio Almendras;Snacks y Dulces;Chocolates;Costa;8.9;6.2;False;;;
257;Chocolate Ferrero Rocher 8 u;Snacks y Dulces;Chocolates;Ferrero;24.9;18.5;False;;;
258;Galletas Casino Vainilla;Snacks y Dulces;Galletas Dulces;Field;2.5;1.5;True;;;
259;Galletas Casino Chocolate;Snacks y Dulces;Galletas Dulces;Field;2.5;1.5;False;;;
260;Galletas Oreo Original;Snacks y Dulces;Galletas Dulces;Oreo;3.2;2.0;True;;;
261;Galletas Oreo Doble Crema;Snacks y Dulces;Galletas Dulces;Oreo;3.5;2.2;False;;;
262;Galletas Pícaras;Snacks y Dulces;Galletas Dulces;Nestlé;3.2;2.0;False;;;
263;Galletas Charada;Snacks y Dulces;Galletas Dulces;Field;2.9;1.8;False;;;
264;Galletas Soda Field;Snacks y Dulces;Galletas Dulces;Field;3.5;2.3;False;;;
265;Galletas Integrales;Snacks y Dulces;Galletas Dulces;McKay;5.9;4.1;False;;;
266;Galletas Chips Ahoy!;Snacks y Dulces;Galletas Dulces;Nabisco;6.9;4.8;False;;;
267;Galletas Morochas;Snacks y Dulces;Galletas Dulces;Nestlé;2.9;1.8;False;;;
268;Caramelos Halls Menta;Snacks y Dulces;Caramelos y Chicles;Halls;2.5;1.5;False;;;
269;Caramelos Halls Cereza;Snacks y Dulces;Caramelos y Chicles;Halls;2.5;1.5;False;;;
270;Chicles Trident Hierbabuena;Snacks y Dulces;Caramelos y Chicles;Trident;3.5;2.2;False;;;
271;Chicles Trident Sandía;Snacks y Dulces;Caramelos y Chicles;Trident;3.5;2.2;False;;;
272;Chicles Orbit Menta;Snacks y Dulces;Caramelos y Chicles;Orbit;3.9;2.5;False;;;
273;Caramelos Mentos Frutas;Snacks y Dulces;Caramelos y Chicles;Mentos;3.5;2.2;False;;;
274;Caramelos Ambrosoli Surtidos;Snacks y Dulces;Caramelos y Chicles;Ambrosoli;4.5;2.9;False;;;
275;Gomitas Fini Ositos;Snacks y Dulces;Caramelos y Chicles;Fini;6.9;4.8;False;;;
276;Gomitas Trululu Ácidos;Snacks y Dulces;Caramelos y Chicles;Trululu;5.9;4.0;False;;;
277;Paletas Chupetín;Snacks y Dulces;Caramelos y Chicles;Ambrosoli;4.9;3.3;False;;;
278;Detergente Bolívar 1 kg;Limpieza;Detergentes;Bolívar;11.9;8.1;True;;;
279;Detergente Ariel 1 kg;Limpieza;Detergentes;Ariel;15.9;11.4;True;;;
280;Detergente Ace 800 g;Limpieza;Detergentes;Ace;10.9;7.4;True;;;
281;Detergente Sapolio 900 g;Limpieza;Detergentes;Sapolio;9.9;6.7;True;;;
282;Detergente Opal 1 kg;Limpieza;Detergentes;Opal;8.9;5.9;False;;;
283;Detergente Bolívar 3 kg;Limpieza;Detergentes;Bolívar;32.9;24.8;True;;;
284;Detergente Ariel Pods 15 u;Limpieza;Detergentes;Ariel;39.9;30.2;False;;;
285;Detergente Líquido Ariel 2 L;Limpieza;Detergentes;Ariel;34.9;25.9;False;;;
286;Detergente Líquido Bolívar 2 L;Limpieza;Detergentes;Bolívar;28.9;20.8;False;;;
287;Suavizante Downy 1 L;Limpieza;Detergentes;Downy;16.9;12.2;False;;;
288;Lavavajillas Ayudín 500 ml;Limpieza;Lavavajillas;Ayudín;6.5;4.2;True;;;
289;Lavavajillas Sapolio Limón;Limpieza;Lavavajillas;Sapolio;5.9;3.8;True;;;
