id_producto;nombre;categoria;subcategoria;marca;precio_lista;costo_unitario_promedio;producto_estrella;asociacion_1;asociacion_2;asociacion_3
85;Salsa de Tomate;Abarrotes;Salsas y Condimentos;Hunt's;8.2;5.5;False;Fideos;Pollo;Verduras
86;Ají Amarillo Pasta;Abarrotes;Salsas y Condimentos;Alacena;7.5;5.1;False;Fideos;Pollo;Verduras
87;Vinagre Blanco;Abarrotes;Salsas y Condimentos;Tibaldi;5.9;3.8;False;Fideos;Pollo;Verduras
88;Orégano Molido;Abarrotes;Salsas y Condimentos;Badía;6.9;4.7;False;Fideos;Pollo;Verduras
89;Pimienta Negra;Abarrotes;Salsas y Condimentos;Badía;8.9;6.2;False;Fideos;Pollo;Verduras
90;Comino Molido;Abarrotes;Salsas y Condimentos;Badía;6.5;4.4;False;Fideos;Pollo;Verduras
91;Páprika;Abarrotes;Salsas y Condimentos;Badía;7.2;4.9;False;Fideos;Pollo;Verduras
92;Ajo en Polvo;Abarrotes;Salsas y Condimentos;Badía;8.1;5.6;False;Fideos;Pollo;Verduras
93;Caldo de Pollo;Abarrotes;Salsas y Condimentos;Maggi;4.5;2.9;False;Fideos;Pollo;Verduras
94;Caldo de Carne;Abarrotes;Salsas y Condimentos;Maggi;4.5;2.9;False;Fideos;Pollo;Verduras
95;Salsa BBQ;Abarrotes;Salsas y Condimentos;Hunt's;12.9;8.8;False;Fideos;Pollo;Verduras
96;Salsa Inglesa;Abarrotes;Salsas y Condimentos;Lea & Perrins;16.9;11.9;False;Fideos;Pollo;Verduras
97;Salsa Picante;Abarrotes;Salsas y Condimentos;Tabasco;18.9;13.6;False;Fideos;Pollo;Verduras
98;Ají Panca Pasta;Abarrotes;Salsas y Condimentos;Alacena;7.9;5.3;False;Fideos;Pollo;Verduras
99;Sal de Mesa 1 kg;Abarrotes;Salsas y Condimentos;EMSAL;3.2;1.9;False;Fideos;Pollo;Verduras
100;Sal Rosada 500 g;Abarrotes;Salsas y Condimentos;Badía;9.9;6.8;False;Fideos;Pollo;Verduras
101;Agua Sin Gas 625 ml;Bebidas;Agua;San Luis;2.2;1.2;True;Frutas;Verduras;Bebidas Energéticas e Isotónicas
102;Agua Sin Gas 2.5 L;Bebidas;Agua;San Luis;5.9;3.4;True;Frutas;Verduras;Bebidas Energéticas e Isotónicas
103;Agua Mineral 625 ml;Bebidas;Agua;Cielo;2.3;1.3;True;Frutas;Verduras;Bebidas Energéticas e Isotónicas
104;Agua Mineral 2.5 L;Bebidas;Agua;Cielo;6.1;3.6;False;Frutas;Verduras;Bebidas Energéticas e Isotónicas
105;Agua Alcalina 650 ml;Bebidas;Agua;Loa;3.9;2.4;False;Frutas;Verduras;Bebidas Energéticas e Isotónicas
106;Agua Gasificada 500 ml;Bebidas;Agua;San Mateo;2.9;1.7;False;Frutas;Verduras;Bebidas Energéticas e Isotónicas
107;Agua Sabor Limón 625 ml;Bebidas;Agua;Cielo;2.8;1.6;False;Frutas;Verduras;Bebidas Energéticas e Isotónicas
108;Agua Sabor Manzana 625 ml;Bebidas;Agua;San Luis;2.8;1.6;False;Frutas;Verduras;Bebidas Energéticas e Isotónicas
109;Coca-Cola Original 500 ml;Bebidas;Gaseosas;Coca-Cola;3.8;2.3;True;Papas Fritas y Snacks;Pizzas y Comidas Preparadas;Embutidos
110;Coca-Cola Original 1.5 L;Bebidas;Gaseosas;Coca-Cola;8.9;5.7;True;Papas Fritas y Snacks;Pizzas y Comidas Preparadas;Embutidos
111;Coca-Cola Sin Azúcar 500 ml;Bebidas;Gaseosas;Coca-Cola;3.8;2.3;True;Papas Fritas y Snacks;Pizzas y Comidas Preparadas;Embutidos
112;Inca Kola 500 ml;Bebidas;Gaseosas;Inca Kola;3.8;2.3;True;Papas Fritas y Snacks;Pizzas y Comidas Preparadas;Embutidos
113;Inca Kola 1.5 L;Bebidas;Gaseosas;Inca Kola;8.9;5.7;True;Papas Fritas y Snacks;Pizzas y Comidas Preparadas;Embutidos
114;Sprite 500 ml;Bebidas;Gaseosas;Sprite;3.6;2.2;False;Papas Fritas y Snacks;Pizzas y Comidas Preparadas;Embutidos
115;Fanta Naranja 500 ml;Bebidas;Gaseosas;Fanta;3.6;2.2;False;Papas Fritas y Snacks;Pizzas y Comidas Preparadas;Embutidos
116;Pepsi 500 ml;Bebidas;Gaseosas;Pepsi;3.5;2.1;False;Papas Fritas y Snacks;Pizzas y Comidas Preparadas;Embutidos
117;Seven Up 500 ml;Bebidas;Gaseosas;7UP;3.5;2.1;False;Papas Fritas y Snacks;Pizzas y Comidas Preparadas;Embutidos
118;Guaraná 500 ml;Bebidas;Gaseosas;Guaraná;3.4;2.0;False;Papas Fritas y Snacks;Pizzas y Comidas Preparadas;Embutidos
119;Jugo de Naranja 1 L;Bebidas;Jugos;Frugos;8.9;5.6;True;Galletas Dulces;Frutas;Yogurt
120;Jugo de Durazno 1 L;Bebidas;Jugos;Frugos;8.9;5.6;True;Galletas Dulces;Frutas;Yogurt
121;Jugo de Piña 1 L;Bebidas;Jugos;Pulp;9.2;5.9;False;Galletas Dulces;Frutas;Yogurt
122;Jugo de Manzana 1 L;Bebidas;Jugos;Watts;9.5;6.1;False;Galletas Dulces;Frutas;Yogurt
123;Néctar de Mango 1 L;Bebidas;Jugos;Frugos;8.7;5.5;False;Galletas Dulces;Frutas;Yogurt
124;Jugo Multifrutas 1 L;Bebidas;Jugos;Pulp;9.5;6.1;False;Galletas Dulces;Frutas;Yogurt
125;Jugo de Uva 1 L;Bebidas;Jugos;Watts;9.8;6.3;False;Galletas Dulces;Frutas;Yogurt
126;Jugo de Arándanos 1 L;Bebidas;Jugos;Ocean Spray;15.9;11.2;False;Galletas Dulces;Frutas;Yogurt
127;Café Instantáneo 200 g;Bebidas;Café y Té;Nescafé;23.9;16.5;True;Azúcar y Endulzantes;Leche;Galletas Dulces
128;Café Instantáneo 100 g;Bebidas;Café y Té;Altomayo;15.9;10.8;True;Azúcar y Endulzantes;Leche;Galletas Dulces
129;Café Molido 250 g;Bebidas;Café y Té;Altomayo;18.9;13.2;False;Azúcar y Endulzantes;Leche;Galletas Dulces
130;Té Verde 25 sobres;Bebidas;Café y Té;Té Herbi;8.9;5.9;False;Azúcar y Endulzantes;Leche;Galletas Dulces
131;Té de Manzanilla 25 sobres;Bebidas;Café y Té;Hornimans;7.9;5.1;False;Azúcar y Endulzantes;Leche;Galletas Dulces
132;Té de Hierbaluisa 25 sobres;Bebidas;Café y Té;Hornimans;7.9;5.1;False;Azúcar y Endulzantes;Leche;Galletas Dulces
133;Té Inglés 100 bolsas;Bebidas;Café y Té;Twins;19.9;13.8;False;Azúcar y Endulzantes;Leche;Galletas Dulces
134;Chocolate Instantáneo 400 g;Bebidas;Café y Té;Winter's;14.9;10.1;False;Azúcar y Endulzantes;Leche;Galletas Dulces
135;Red Bull 250 ml;Bebidas;Bebidas Energéticas e Isotónicas;Red Bull;8.9;6.3;False;Agua;Papas Fritas y Snacks;Chocolates
136;Monster Energy 473 ml;Bebidas;Bebidas Energéticas e Isotónicas;Monster;10.9;7.8;False;Agua;Papas Fritas y Snacks;Chocolates
137;Volt 300 ml;Bebidas;Bebidas Energéticas e Isotónicas;Volt;4.9;3.1;False;Agua;Papas Fritas y Snacks;Chocolates
138;Gatorade Naranja 500 ml;Bebidas;Bebidas Energéticas e Isotónicas;Gatorade;4.9;3.1;False;Agua;Papas Fritas y Snacks;Chocolates
139;Powerade Mora 500 ml;Bebidas;Bebidas Energéticas e Isotónicas;Powerade;4.9;3.1;False;Agua;Papas Fritas y Snacks;Chocolates
140;Leche Entera 1 L;Lácteos;Leche;Gloria;6.2;4.1;True;Café y Té;Azúcar y Endulzantes;Galletas Dulces
141;Leche Evaporada;Lácteos;Leche;Gloria;4.5;2.9;True;Café y Té;Azúcar y Endulzantes;Galletas Dulces
142;Leche Evaporada;Lácteos;Leche;Bonlé;4.5;2.9;True;Café y Té;Azúcar y Endulzantes;Galletas Dulces
143;Leche Descremada 1 L;Lácteos;Leche;Laive;6.5;4.3;True;Café y Té;Azúcar y Endulzantes;Galletas Dulces
144;Leche Sin Lactosa 1 L;Lácteos;Leche;Laive;7.2;4.9;True;Café y Té;Azúcar y Endulzantes;Galletas Dulces
145;Leche Entera 1 L;Lácteos;Leche;Bonlé;6.2;4.1;True;Café y Té;Azúcar y Endulzantes;Galletas Dulces
146;Leche Chocolatada 1 L;Lácteos;Leche;Gloria;8.5;5.9;False;Café y Té;Azúcar y Endulzantes;Galletas Dulces
147;Leche UHT Entera 1 L;Lácteos;Leche;Laive;6.8;4.6;False;Café y Té;Azúcar y Endulzantes;Galletas Dulces
148;Leche Evaporada Light;Lácteos;Leche;Gloria;4.7;3.0;True;Café y Té;Azúcar y Endulzantes;Galletas Dulces
149;Leche Fresca 1 L;Lácteos;Leche;Laive;7.9;5.5;False;Café y Té;Azúcar y Endulzantes;Galletas Dulces
150;Yogurt Fresa 1 kg;Lácteos;Yogurt;Gloria;9.9;6.8;True;Frutas;Galletas Dulces;Chocolates
151;Yogurt Vainilla 1 kg;Lácteos;Yogurt;Gloria;9.9;6.8;True;Frutas;Galletas Dulces;Chocolates
152;Yogurt Durazno 1 kg;Lácteos;Yogurt;Laive;10.2;7.1;False;Frutas;Galletas Dulces;Chocolates
153;Yogurt Griego Natural;Lácteos;Yogurt;Laive;13.9;9.8;False;Frutas;Galletas Dulces;Chocolates
154;Yogurt Griego Fresa;Lácteos;Yogurt;Laive;14.2;10.1;False;Frutas;Galletas Dulces;Chocolates
155;Yogurt Bebible Fresa;Lácteos;Yogurt;Gloria;4.5;2.9;True;Frutas;Galletas Dulces;Chocolates
156;Yogurt Bebible Vainilla;Lácteos;Yogurt;Gloria;4.5;2.9;False;Frutas;Galletas Dulces;Chocolates
157;Queso Edam 250 g;Lácteos;Quesos;Bonlé;14.9;10.2;False;Fideos;Embutidos;Pizzas y Comidas Preparadas
158;Queso Fresco 500 g;Lácteos;Quesos;Gloria;16.9;11.8;True;Fideos;Embutidos;Pizzas y Comidas Preparadas
159;Queso Mozzarella 500 g;Lácteos;Quesos;Bonlé;19.9;14.1;False;Fideos;Embutidos;Pizzas y Comidas Preparadas
160;Queso Parmesano 200 g;Lácteos;Quesos;Laive;17.9;12.6;False;Fideos;Embutidos;Pizzas y Comidas Preparadas
161;Queso Gouda 250 g;Lácteos;Quesos;Bonlé;15.9;11.1;False;Fideos;Embutidos;Pizzas y Comidas Preparadas
162;Queso Andino 500 g;Lácteos;Quesos;Laive;18.9;13.4;False;Fideos;Embutidos;Pizzas y Comidas Preparadas
163;Queso Crema 200 g;Lácteos;Quesos;Philadelphia;12.9;9.1;False;Fideos;Embutidos;Pizzas y Comidas Preparadas
164;Mantequilla con Sal 200 g;Lácteos;Mantequilla y Margarina;Gloria;11.9;8.2;False;Harinas;Azúcar y Endulzantes;Quesos
165;Mantequilla sin Sal 200 g;Lácteos;Mantequilla y Margarina;Laive;12.5;8.7;False;Harinas;Azúcar y Endulzantes;Quesos
166;Margarina 450 g;Lácteos;Mantequilla y Margarina;Doral;8.9;5.9;False;Harinas;Azúcar y Endulzantes;Quesos
167;Margarina Light 450 g;Lácteos;Mantequilla y Margarina;Doral;9.5;6.3;False;Harinas;Azúcar y Endulzantes;Quesos
168;Mantequilla Premium 250 g;Lácteos;Mantequilla y Margarina;Anchor;18.9;13.6;False;Harinas;Azúcar y Endulzantes;Quesos
169;Margarina Familiar 900 g;Lácteos;Mantequilla y Margarina;Doral;14.9;10.5;False;Harinas;Azúcar y Endulzantes;Quesos
170;Manzana Roja 1 kg;Frutas y Verduras;Frutas;Campo Fresco;6.9;4.6;True;Yogurt;Agua;Verduras
171;Manzana Verde 1 kg;Frutas y Verduras;Frutas;Campo Fresco;7.2;4.9;False;Yogurt;Agua;Verduras
172;Plátano de Seda 1 kg;Frutas y Verduras;Frutas;Campo Fresco;4.5;2.9;True;Yogurt;Agua;Verduras
173;Plátano Bellaco 1 kg;Frutas y Verduras;Frutas;Campo Fresco;4.9;3.2;False;Yogurt;Agua;Verduras
174;Naranja Valencia 1 kg;Frutas y Verduras;Frutas;Campo Fresco;5.9;3.8;True;Yogurt;Agua;Verduras
175;Mandarina 1 kg;Frutas y Verduras;Frutas;Campo Fresco;6.5;4.2;False;Yogurt;Agua;Verduras
176;Papaya 1 kg;Frutas y Verduras;Frutas;Campo Fresco;5.2;3.4;True;Yogurt;Agua;Verduras
177;Piña Golden Unidad;Frutas y Verduras;Frutas;Campo Fresco;8.9;6.1;False;Yogurt;Agua;Verduras
178;Palta Hass 1 kg;Frutas y Verduras;Frutas;Campo Fresco;12.9;9.1;True;Yogurt;Agua;Verduras
179;Fresa 500 g;Frutas y Verduras;Frutas;Campo Fresco;9.9;6.9;False;Yogurt;Agua;Verduras
180;Uva Red Globe 1 kg;Frutas y Verduras;Frutas;Campo Fresco;11.9;8.3;False;Yogurt;Agua;Verduras
181;Mango Kent 1 kg;Frutas y Verduras;Frutas;Campo Fresco;8.9;6.1;False;Yogurt;Agua;Verduras
182;Sandía 1 kg;Frutas y Verduras;Frutas;Campo Fresco;2.9;1.7;False;Yogurt;Agua;Verduras
183;Melón 1 kg;Frutas y Verduras;Frutas;Campo Fresco;4.2;2.6;False;Yogurt;Agua;Verduras
184;Pera Packham 1 kg;Frutas y Verduras;Frutas;Campo Fresco;7.9;5.4;False;Yogurt;Agua;Verduras
185;Kiwi 500 g;Frutas y Verduras;Frutas;Campo Fresco;12.9;9.2;False;Yogurt;Agua;Verduras
186;Arándanos 250 g;Frutas y Verduras;Frutas;Campo Fresco;14.9;10.8;False;Yogurt;Agua;Verduras
187;Limón 1 kg;Frutas y Verduras;Frutas;Campo Fresco;5.4;3.5;True;Yogurt;Agua;Verduras
188;Tomate Italiano 1 kg;Frutas y Verduras;Verduras;Campo Fresco;4.9;3.1;True;Pollo;Aceites;Arroz
189;Cebolla Roja 1 kg;Frutas y Verduras;Verduras;Campo Fresco;3.9;2.4;True;Pollo;Aceites;Arroz
190;Lechuga Americana Unidad;Frutas y Verduras;Verduras;Campo Fresco;3.5;2.2;True;Pollo;Aceites;Arroz
191;Espinaca 300 g;Frutas y Verduras;Verduras;Campo Fresco;4.5;2.9;False;Pollo;Aceites;Arroz
192;Brócoli Unidad;Frutas y Verduras;Verduras;Campo Fresco;5.9;3.9;False;Pollo;Aceites;Arroz
193;Coliflor Unidad;Frutas y Verduras;Verduras;Campo Fresco;6.2;4.1;False;Pollo;Aceites;Arroz
194;Pepino 1 kg;Frutas y Verduras;Verduras;Campo Fresco;4.9;3.2;False;Pollo;Aceites;Arroz
195;Pimiento Rojo 1 kg;Frutas y Verduras;Verduras;Campo Fresco;8.9;6.2;False;Pollo;Aceites;Arroz
196;Zanahoria 1 kg;Frutas y Verduras;Verduras;Campo Fresco;3.9;2.4;True;Pollo;Aceites;Arroz
197;Zapallito Italiano 1 kg;Frutas y Verduras;Verduras;Campo Fresco;4.5;2.9;False;Pollo;Aceites;Arroz
198;Ají Amarillo 250 g;Frutas y Verduras;Verduras;Campo Fresco;4.9;3.2;False;Pollo;Aceites;Arroz
199;Apio Unidad;Frutas y Verduras;Verduras;Campo Fresco;3.9;2.5;False;Pollo;Aceites;Arroz
200;Vainita 500 g;Frutas y Verduras;Verduras;Campo Fresco;5.9;4.0;False;Pollo;Aceites;Arroz
201;Papa Blanca 1 kg;Frutas y Verduras;Tubérculos;Campo Fresco;3.2;1.9;True;Pollo;Aceites;Salsas y Condimentos
202;Papa Amarilla 1 kg;Frutas y Verduras;Tubérculos;Campo Fresco;4.2;2.7;True;Pollo;Aceites;Salsas y Condimentos
203;Camote Amarillo 1 kg;Frutas y Verduras;Tubérculos;Campo Fresco;3.9;2.4;False;Pollo;Aceites;Salsas y Condimentos
204;Yuca 1 kg;Frutas y Verduras;Tubérculos;Campo Fresco;4.9;3.1;False;Pollo;Aceites;Salsas y Condimentos
205;Olluco 1 kg;Frutas y Verduras;Tubérculos;Campo Fresco;5.2;3.4;False;Pollo;Aceites;Salsas y Condimentos
206;Mashua 1 kg;Frutas y Verduras;Tubérculos;Campo Fresco;6.5;4.4;False;Pollo;Aceites;Salsas y Condimentos
207;Oca 1 kg;Frutas y Verduras;Tubérculos;Campo Fresco;5.9;3.9;False;Pollo;Aceites;Salsas y Condimentos
208;Jengibre 250 g;Frutas y Verduras;Tubérculos;Campo Fresco;4.5;2.9;False;Pollo;Aceites;Salsas y Condimentos
209;Pechuga de Pollo 1 kg;Carnes y Aves;Pollo;San Fernando;21.9;16.4;True;Arroz;Verduras;Salsas y Condimentos
210;Pierna de Pollo 1 kg;Carnes y Aves;Pollo;San Fernando;15.9;11.6;True;Arroz;Verduras;Salsas y Condimentos
211;Muslo de Pollo 1 kg;Carnes y Aves;Pollo;Redondos;16.5;12.1;True;Arroz;Verduras;Salsas y Condimentos
212;Alitas de Pollo 1 kg;Carnes y Aves;Pollo;Redondos;15.5;11.2;False;Arroz;Verduras;Salsas y Condimentos
213;Pollo Entero;Carnes y Aves;Pollo;San Fernando;14.9;10.8;True;Arroz;Verduras;Salsas y Condimentos
